Recommended Places
"Imjingak Pyeonghoa-Nuri Park, DMZ, The Third Tunnel, Dora Observatory"
"Imjingak Pyeonghoa-Nuri Park, The Third Tunnel, Dorasan Station, Dora Observatory, Gamaksan Chulleong Bridge, The War Memorial of Korea, Paju Premium Outlets"
"Hwaseong Fortress, Janganmun Gate, Hwaseomun Gate, Hwaseong Haenggung Palace, Haenggung-dong"
"Seoraksan National Park, Gwongeumseong Fortress, Sinheungsa Temple"
"Hallim Park, O’sulloc Tea Museum, Yongmeori Coast, Sanbangsan Mountain, Cheonjiyeon Falls"
